census_id_pid6,census_id,geoid,muniname,statefips,state_abbv,statename,countyfips,countyname,placecity,lat,long
160580,01201700100000,0114152,TOWN OF CHEROKEE,01,AL,ALABAMA,033,COLBERT,14152,34.7577,-87.965589
160581,01201700200000,0142160,TOWN OF LEIGHTON,01,AL,ALABAMA,033,COLBERT,42160,34.69368,-87.524282
160582,01201700300000,0143648,TOWN OF LITTLEVILLE,01,AL,ALABAMA,033,COLBERT,43648,34.595121,-87.670729
160585,01201800200000,0124808,CITY OF EVERGREEN,01,AL,ALABAMA,035,CONECUH,24808,31.433216,-86.976081
160584,01201800100000,0112496,TOWN OF CASTLEBERRY,01,AL,ALABAMA,035,CONECUH,12496,31.299678,-87.029129
122520,01201800300000,0164368,TOWN OF REPTON,01,AL,ALABAMA,035,CONECUH,64368,31.409716,-87.238931
100037,01201900100000,0130640,TOWN OF GOODWATER,01,AL,ALABAMA,037,COOSA,30640,33.060713,-86.052486
213326,01201930100000,0139472,TOWN OF KELLYTON,01,AL,ALABAMA,037,COOSA,39472,32.979188,-86.034608
189547,01201900200000,0165472,TOWN OF ROCKFORD,01,AL,ALABAMA,037,COOSA,65472,32.896866,-86.208346
160586,01202000100000,0101708,CITY OF ANDALUSIA,01,AL,ALABAMA,039,COVINGTON,01708,31.309436,-86.478031
100041,01202050100000,0103556,CITY OF BABBIE,01,AL,ALABAMA,039,COVINGTON,03556,31.302083,-86.319437
122521,01202000500000,0157120,CITY OF OPP,01,AL,ALABAMA,039,COVINGTON,57120,31.284375,-86.257442
207506,01202080100000,0112160,TOWN OF CAROLINA,01,AL,ALABAMA,039,COVINGTON,12160,31.23415,-86.521001
160587,01202000200000,0126848,TOWN OF FLORALA,01,AL,ALABAMA,039,COVINGTON,26848,31.022391,-86.318152
122523,01202080200000,0128936,TOWN OF GANTT,01,AL,ALABAMA,039,COVINGTON,28936,31.41074,-86.483524
100040,01202000300000,0133904,TOWN OF HEATH,01,AL,ALABAMA,039,COVINGTON,33904,31.344839,-86.46905
160590,01202080300000,0136088,TOWN OF HORN HILL,01,AL,ALABAMA,039,COVINGTON,36088,31.238137,-86.325163
160591,01202080400000,0142808,TOWN OF LIBERTYVILLE,01,AL,ALABAMA,039,COVINGTON,42808,31.24005,-86.456955
207505,01202000400000,0143816,TOWN OF LOCKHART,01,AL,ALABAMA,039,COVINGTON,43816,31.013011,-86.350273
122524,01202080500000,0157024,TOWN OF ONYCHA,01,AL,ALABAMA,039,COVINGTON,57024,31.225693,-86.276024
160588,01202000600000,0163768,TOWN OF RED LEVEL,01,AL,ALABAMA,039,COVINGTON,63768,31.406711,-86.606217
122522,01202000700000,0164776,TOWN OF RIVER FALLS,01,AL,ALABAMA,039,COVINGTON,64776,31.352397,-86.544609
184293,01202080600000,0168016,TOWN OF SANFORD,01,AL,ALABAMA,039,COVINGTON,68016,31.298819,-86.398848
193053,01202100400000,0144728,CITY OF LUVERNE,01,AL,ALABAMA,041,CRENSHAW,44728,31.718941,-86.269082
207507,01202100100000,0109016,TOWN OF BRANTLEY,01,AL,ALABAMA,041,CRENSHAW,09016,31.581992,-86.256784
100042,01202100200000,0121448,TOWN OF DOZIER,01,AL,ALABAMA,041,CRENSHAW,21448,31.505407,-86.369235
122525,01202100300000,0130160,TOWN OF GLENWOOD,01,AL,ALABAMA,041,CRENSHAW,30160,31.671266,-86.173687
203910,01202100500000,0159328,TOWN OF PETREY,01,AL,ALABAMA,041,CRENSHAW,59328,31.85216,-86.204007
160592,01202100600000,0167176,TOWN OF RUTLEDGE,01,AL,ALABAMA,041,CRENSHAW,67176,31.724072,-86.302008
122526,01202200100000,0118976,CITY OF CULLMAN,01,AL,ALABAMA,043,CULLMAN,18976,34.17687,-86.840656
122527,01202200300000,0132968,CITY OF HANCEVILLE,01,AL,ALABAMA,043,CULLMAN,32968,34.06401,-86.764436
100046,01202290100000,0103676,TOWN OF BAILEYTON,01,AL,ALABAMA,043,CULLMAN,03676,34.260858,-86.608788
248426,01202290200000,0105812,TOWN OF BERLIN,01,AL,ALABAMA,043,CULLMAN,05812,34.185005,-86.748955
122529,01202260200000,0116684,TOWN OF COLONY,01,AL,ALABAMA,043,CULLMAN,16684,33.941393,-86.902001
137131,01202220100000,0120955,TOWN OF DODGE CITY,01,AL,ALABAMA,043,CULLMAN,20955,34.043275,-86.885524
160594,01202280100000,0125384,TOWN OF FAIRVIEW,01,AL,ALABAMA,043,CULLMAN,25384,34.250195,-86.677724
100045,01202200200000,0129032,TOWN OF GARDEN CITY,01,AL,ALABAMA,043,CULLMAN,29032,34.014688,-86.749054
189548,01202280200000,0130496,TOWN OF GOOD HOPE,01,AL,ALABAMA,043,CULLMAN,30496,34.110689,-86.867104
122528,01202200400000,0135560,TOWN OF HOLLY POND,01,AL,ALABAMA,043,CULLMAN,35560,34.167686,-86.612067
203911,01202250100000,0171900,TOWN OF SOUTH VINEMONT,01,AL,ALABAMA,043,CULLMAN,71900,34.235567,-86.863965
160593,01202260100000,0181528,TOWN OF WEST POINT,01,AL,ALABAMA,043,CULLMAN,81528,34.238735,-86.964017
160596,01202350100000,0119360,CITY OF DALEVILLE,01,AL,ALABAMA,045,DALE,19360,31.291534,-85.711711
122531,01202300400000,0157648,CITY OF OZARK,01,AL,ALABAMA,045,DALE,57648,31.451615,-85.645035
122530,01202300100000,0102428,TOWN OF ARITON,01,AL,ALABAMA,045,DALE,02428,31.597772,-85.713061
160598,01202390100000,0115304,TOWN OF CLAYHATCHEE,01,AL,ALABAMA,045,DALE,15304,31.236925,-85.721478
122532,01202380100000,0132056,TOWN OF GRIMES,01,AL,ALABAMA,045,DALE,32056,31.299869,-85.45029
211971,01202370100000,0142472,TOWN OF LEVEL PLAINS,01,AL,ALABAMA,045,DALE,42472,31.307125,-85.768722
203912,01202300200000,0148400,TOWN OF MIDLAND CITY,01,AL,ALABAMA,045,DALE,48400,31.315675,-85.493674
160597,01202380300000,0153256,TOWN OF NAPIER FIELD,01,AL,ALABAMA,045,DALE,53256,31.314925,-85.454929
160595,01202300300000,0154480,TOWN OF NEWTON,01,AL,ALABAMA,045,DALE,54480,31.341229,-85.588307
100047,01202300500000,0159832,TOWN OF PINCKARD,01,AL,ALABAMA,045,DALE,59832,31.318989,-85.537836
100048,01202400200000,0169120,CITY OF SELMA,01,AL,ALABAMA,047,DALLAS,69120,32.416983,-87.035702
215829,01202410100000,0178232,CITY OF VALLEY GRANDE,01,AL,ALABAMA,047,DALLAS,78232,32.486872,-87.032773
122533,01202400100000,0157240,TOWN OF ORRVILLE,01,AL,ALABAMA,047,DALLAS,57240,32.306769,-87.245447
203913,01202500300000,0127616,CITY OF FORT PAYNE,01,AL,ALABAMA,049,DEKALB,27616,34.457329,-85.689447
160601,01202570100000,0134096,CITY OF HENAGAR,01,AL,ALABAMA,049,DEKALB,34096,34.630641,-85.730918
183680,01202500700000,0163336,CITY OF RAINSVILLE,01,AL,ALABAMA,049,DEKALB,63336,34.494364,-85.836505
207508,01202500100000,0116600,TOWN OF COLLINSVILLE,01,AL,ALABAMA,049,DEKALB,16600,34.267224,-85.86861
160599,01202500200000,0118856,TOWN OF CROSSVILLE,01,AL,ALABAMA,049,DEKALB,18856,34.282697,-85.999737
184297,01202500400000,0128672,TOWN OF FYFFE,01,AL,ALABAMA,049,DEKALB,28672,34.448957,-85.905167
100051,01202550100000,0129608,TOWN OF GERALDINE,01,AL,ALABAMA,049,DEKALB,29608,34.359087,-86.002579
207509,01202500500000,0132896,TOWN OF HAMMONDVILLE,01,AL,ALABAMA,049,DEKALB,32896,34.566232,-85.640348
160603,01202590300000,0137312,TOWN OF IDER,01,AL,ALABAMA,049,DEKALB,37312,34.702599,-85.668958
160602,01202580100000,0140888,TOWN OF LAKEVIEW,01,AL,ALABAMA,049,DEKALB,40888,34.391675,-85.975573
160600,01202500600000,0148064,TOWN OF MENTONE,01,AL,ALABAMA,049,DEKALB,48064,34.563209,-85.589704
189549,01202560100000,0160372,TOWN OF PINE RIDGE,01,AL,ALABAMA,049,DEKALB,60372,34.447915,-85.783831
122534,01202590100000,0162075,TOWN OF POWELL,01,AL,ALABAMA,049,DEKALB,62075,34.532588,-85.897553
100052,01202590200000,0169840,TOWN OF SHILOH,01,AL,ALABAMA,049,DEKALB,69840,34.462666,-85.877617
207510,01202580300000,0174400,TOWN OF SYLVANIA,01,AL,ALABAMA,049,DEKALB,74400,34.562039,-85.804722
193054,01202500800000,0178240,TOWN OF VALLEY HEAD,01,AL,ALABAMA,049,DEKALB,78240,34.556204,-85.623044
160606,01202690100000,0148712,CITY OF MILLBROOK,01,AL,ALABAMA,051,ELMORE,48712,32.501474,-86.373914
160604,01202600200000,0174688,CITY OF TALLASSEE,01,AL,ALABAMA,051,ELMORE,74688,32.532665,-85.891993
160605,01202600300000,0181720,CITY OF WETUMPKA,01,AL,ALABAMA,051,ELMORE,81720,32.540376,-86.206999
211972,01202690200000,0117176,TOWN OF COOSADA,01,AL,ALABAMA,051,ELMORE,17176,32.495394,-86.326543
100053,01202630100000,0120008,TOWN OF DEATSVILLE,01,AL,ALABAMA,051,ELMORE,20008,32.589044,-86.389059
203914,01202600100000,0122816,TOWN OF ECLECTIC,01,AL,ALABAMA,051,ELMORE,22816,32.640222,-86.041062
183638,01202630200000,0123656,TOWN OF ELMORE,01,AL,ALABAMA,051,ELMORE,23656,32.556606,-86.341025
160607,01202700100000,0103004,CITY OF ATMORE,01,AL,ALABAMA,053,ESCAMBIA,03004,31.124067,-87.457798
122535,01202700200000,0109208,CITY OF BREWTON,01,AL,ALABAMA,053,ESCAMBIA,09208,31.109175,-87.076583
160608,01202700300000,0122216,CITY OF EAST BREWTON,01,AL,ALABAMA,053,ESCAMBIA,22216,31.09144,-87.055345
160609,01202700400000,0126824,TOWN OF FLOMATON,01,AL,ALABAMA,053,ESCAMBIA,26824,31.014816,-87.256016
122536,01202750100000,0161536,TOWN OF POLLARD,01,AL,ALABAMA,053,ESCAMBIA,61536,31.023877,-87.172978
100054,01202780100000,0165016,TOWN OF RIVERVIEW,01,AL,ALABAMA,053,ESCAMBIA,65016,31.06126,-87.077531
160611,01202800200000,0103028,CITY OF ATTALLA,01,AL,ALABAMA,055,ETOWAH,03028,33.986189,-86.121037
183677,01202800300000,0128696,CITY OF GADSDEN,01,AL,ALABAMA,055,ETOWAH,28696,34.006597,-86.016078
225037,01202800400000,0129992,CITY OF GLENCOE,01,AL,ALABAMA,055,ETOWAH,29992,33.948339,-85.933606
193055,01202800500000,0135392,CITY OF HOKES BLUFF,01,AL,ALABAMA,055,ETOWAH,35392,33.989682,-85.862873
160612,01202800600000,0163288,CITY OF RAINBOW CITY,01,AL,ALABAMA,055,ETOWAH,63288,33.928777,-86.084228
100055,01202850100000,0171832,CITY OF SOUTHSIDE,01,AL,ALABAMA,055,ETOWAH,71832,33.890841,-86.01802
160610,01202800100000,0101660,TOWN OF ALTOONA,01,AL,ALABAMA,055,ETOWAH,01660,34.040014,-86.305179
122537,01202800700000,0163984,TOWN OF REECE CITY,01,AL,ALABAMA,055,ETOWAH,63984,34.077241,-86.034498
160615,01202890100000,0164656,TOWN OF RIDGEVILLE,01,AL,ALABAMA,055,ETOWAH,64656,34.056929,-86.102874
160614,01202880200000,0168280,TOWN OF SARDIS CITY,01,AL,ALABAMA,055,ETOWAH,68280,34.172413,-86.119104
160613,01202800800000,0179728,TOWN OF WALNUT GROVE,01,AL,ALABAMA,055,ETOWAH,79728,34.064595,-86.28717
189550,01202900200000,0125840,CITY OF FAYETTE,01,AL,ALABAMA,057,FAYETTE,25840,33.694215,-87.831169
160617,01202990100000,0105164,TOWN OF BELK,01,AL,ALABAMA,057,FAYETTE,05164,33.651641,-87.92861
160616,01202900100000,0105932,TOWN OF BERRY,01,AL,ALABAMA,057,FAYETTE,05932,33.666702,-87.609311
225762,01202950100000,0129944,TOWN OF GLEN ALLEN,01,AL,ALABAMA,057,FAYETTE,29944,33.892108,-87.732682
160619,01203000300000,0163576,CITY OF RED BAY,01,AL,ALABAMA,059,FRANKLIN,63576,34.436097,-88.136515
100056,01203000400000,0167056,CITY OF RUSSELLVILLE,01,AL,ALABAMA,059,FRANKLIN,67056,34.505719,-87.728123
122539,01203000100000,0135200,TOWN OF HODGES,01,AL,ALABAMA,059,FRANKLIN,35200,34.334246,-87.92316
160618,01203000200000,0159496,TOWN OF PHIL CAMPBELL,01,AL,ALABAMA,059,FRANKLIN,59496,34.351547,-87.707359
122540,01203000500000,0178984,TOWN OF VINA,01,AL,ALABAMA,059,FRANKLIN,78984,34.376175,-88.060572
160622,01203100300000,0129464,CITY OF GENEVA,01,AL,ALABAMA,061,GENEVA,29464,31.044886,-85.876818
122541,01203100400000,0133424,CITY OF HARTFORD,01,AL,ALABAMA,061,GENEVA,33424,31.105348,-85.691225
184300,01203100600000,0167800,CITY OF SAMSON,01,AL,ALABAMA,061,GENEVA,67800,31.112417,-86.046735
160623,01203100700000,0171040,CITY OF SLOCOMB,01,AL,ALABAMA,061,GENEVA,71040,31.112126,-85.59866
160620,01203100100000,0107120,TOWN OF BLACK,01,AL,ALABAMA,061,GENEVA,07120,31.00977,-85.74442
160621,01203100200000,0116240,TOWN OF COFFEE SPRINGS,01,AL,ALABAMA,061,GENEVA,16240,31.165836,-85.910898
122542,01203100500000,0146264,TOWN OF MALVERN,01,AL,ALABAMA,061,GENEVA,46264,31.143698,-85.522973
122543,01203200100000,0108104,TOWN OF BOLIGEE,01,AL,ALABAMA,063,GREENE,08104,32.768081,-88.02859
100058,01203200200000,0124664,TOWN OF EUTAW,01,AL,ALABAMA,063,GREENE,24664,32.846247,-87.900332
160625,01203290100000,0127376,TOWN OF FORKLAND,01,AL,ALABAMA,063,GREENE,27376,32.647435,-87.867436
160624,01203260100000,0177616,TOWN OF UNION,01,AL,ALABAMA,063,GREENE,77616,32.99381,-87.907179
207512,01203300200000,0131720,CITY OF GREENSBORO,01,AL,ALABAMA,065,HALE,31720,32.700968,-87.5937
189551,01203300100000,0100676,TOWN OF AKRON,01,AL,ALABAMA,065,HALE,00676,32.879066,-87.740899
100059,01203300300000,0151648,TOWN OF MOUNDVILLE,01,AL,ALABAMA,065,HALE,51648,32.996542,-87.627545
122544,01203300400000,0153784,TOWN OF NEWBERN,01,AL,ALABAMA,065,HALE,53784,32.591672,-87.535614
160626,01203400100000,0100124,CITY OF ABBEVILLE,01,AL,ALABAMA,067,HENRY,00124,31.564706,-85.259121
207513,01203400200000,0133856,CITY OF HEADLAND,01,AL,ALABAMA,067,HENRY,33856,31.354974,-85.357031
122545,01203480100000,0132656,TOWN OF HALEBURG,01,AL,ALABAMA,067,HENRY,32656,31.409976,-85.138068
160627,01203400300000,0154600,TOWN OF NEWVILLE,01,AL,ALABAMA,067,HENRY,54600,31.420604,-85.33669
122546,01203500400000,0121184,CITY OF DOTHAN,01,AL,ALABAMA,069,HOUSTON,21184,31.233698,-85.406823
100060,01203500100000,0102836,TOWN OF ASHFORD,01,AL,ALABAMA,069,HOUSTON,02836,31.185284,-85.236236
160631,01203550100000,0103364,TOWN OF AVON,01,AL,ALABAMA,069,HOUSTON,03364,31.179727,-85.279211
160628,01203500200000,0116744,TOWN OF COLUMBIA,01,AL,ALABAMA,069,HOUSTON,16744,31.295351,-85.110202
207514,01203500300000,0117824,TOWN OF COTTONWOOD,01,AL,ALABAMA,069,HOUSTON,17824,31.054033,-85.29956
122548,01203550300000,0118088,TOWN OF COWARTS,01,AL,ALABAMA,069,HOUSTON,18088,31.206248,-85.309769
160629,01203500500000,0130760,TOWN OF GORDON,01,AL,ALABAMA,069,HOUSTON,30760,31.143606,-85.092504
100062,01203550200000,0140072,TOWN OF KINSEY,01,AL,ALABAMA,069,HOUSTON,40072,31.296269,-85.334994
184301,01203500600000,0145904,TOWN OF MADRID,01,AL,ALABAMA,069,HOUSTON,45904,31.035635,-85.399205
160630,01203530100000,0164152,TOWN OF REHOBETH,01,AL,ALABAMA,069,HOUSTON,64152,31.124507,-85.439607
207515,01203580100000,0175096,TOWN OF TAYLOR,01,AL,ALABAMA,069,HOUSTON,75096,31.168811,-85.47579
122547,01203500700000,0180376,TOWN OF WEBB,01,AL,ALABAMA,069,HOUSTON,80376,31.257237,-85.289622
160632,01203600100000,0109328,CITY OF BRIDGEPORT,01,AL,ALABAMA,071,JACKSON,09328,34.949312,-85.723765
160634,01203600500000,0168736,CITY OF SCOTTSBORO,01,AL,ALABAMA,071,JACKSON,68736,34.64462,-86.048155
207516,01203600700000,0173080,CITY OF STEVENSON,01,AL,ALABAMA,071,JACKSON,73080,34.876797,-85.81435
